ID|Victim|Domain|Date|Country|Title|Summary|URL
747|Cornwall Community Hospital|cornwallhospital.ca|2023-04-13|CAN|"Cornwall Community Hospital experiencing cyber incident | The Kingston Whig Standard"|Le Cornwall Community Hospital a confirmé qu'il faisait face à une cyberattaque. Les experts en cybersécurité travaillent avec les équipes techniques pour résoudre le problème. Les dossiers de santé électroniques n'ont pas été impactés. Les patients avec des comptes MyChart ne peuvent pas accéder aux dossiers cliniques de l'hôpital. Le type de cyberattaque n'a pas été spécifié.|https://www.thewhig.com/news/local-news/cornwall-community-hospital-experiencing-cyber-incident
748|Commission Nationale de l'Eau (Conagua)|conagua.gob.mx|2023-04-13|MEX|"SSPC: ""Se contiene ataque cibernético a Conagua"" | El Heraldo de México"|La Commission Nationale de l'Eau (Conagua) a été victime d'une attaque cybernétique sur ses équipements informatiques. La Garde Nationale et l'entreprise SICTUM-TELMEX ont aidé à contenir l'attaque. Conagua travaille à rétablir les services et à identifier les actions correctives pour éviter une nouvelle attaque. L'attaque a été contenue et les équipements ont été isolés sans impact majeur sur les systèmes d'information administratifs. Conagua a signalé que les services d'eau n'ont pas été affectés.|https://heraldodemexico.com.mx/nacional/2023/4/13/sspc-se-contiene-ataque-cibernetico-conagua-497488.html
749|Atlanta Women’s Health Group|awhg.org|2023-04-12|USA|Atlanta Women’s Health Group notifying patients of April 2023 data breach|Le groupe Atlanta Women’s Health Group a informé plus de 30 000 patients d'une violation de données survenue en avril 2023, où des informations de santé protégées ont été dérobées, bien que leur système de dossiers de santé électroniques soit resté sécurisé. Les données compromises incluaient des informations démographiques, des antécédents médicaux, des diagnostics, des plans de traitement et des informations d'assurance santé. L'article questionne le retard de la notification aux patients, qui a eu lieu le 31 janvier 2024, alors que les réglementations HIPAA et HITECH exigent une notification dans un délai de 60 jours après la découverte de l'activité anormale.|https://www.databreaches.net/atlanta-womens-health-group-notifying-patients-of-april-2023-data-breach/
750|Sankei Ai|sankey-eye.co.jp|2023-04-12|JPN|【セキュリティ ニュース】サーバやPCがランサム感染、データが閲覧不能に - サンケイアイ（1ページ目 / 全1ページ）：Security NEXT|Cet article rapporte une attaque de type ransomware qui a touché des serveurs et des ordinateurs. Les données ont été rendues inaccessibles aux utilisateurs. L'attaque a été signalée par une entreprise de sécurité informatique. Les détails de l'attaque et les responsables n'ont pas été divulgués. Les utilisateurs sont invités à prendre des mesures de prévention pour éviter de telles attaques.|https://www.security-next.com/145317
751|Le ministère des Affaires étrangères slovène|mzz.gov.si|2023-04-12|SVN|Necenzurirano.si - Prve ugotovitve glede kibernetskega napada na zunanje ministrstvo|Le ministère des Affaires étrangères slovène a été victime d'une cyberattaque. Les attaquants seraient une organisation liée à la Chine. Ils auraient eu accès à des courriers diplomatiques. D'autres pays occidentaux ont également été ciblés. Les attaquants cherchent souvent à collecter des informations sensibles.|https://necenzurirano.si/clanek/svet/prve-ugotovitve-glede-kibernetskega-napada-na-zunanje-ministrstvo-1052608
752|Fincantieri Marinette Marine|fincantierimarinegroup.com|2023-04-12|USA|Ransomware Attack Hits Marinette Marine Shipyard, Results in Short-Term Delay of Frigate, Freedom LCS Construction - USNI News|Le chantier naval Fincantieri Marinette Marine a été victime d'une attaque de ransomware le 12 avril 2023, qui a affecté la production de navires de guerre pour la marine américaine et saoudienne. Les serveurs contenant les données nécessaires à la fabrication des navires ont été rendus inutilisables, ce qui a entraîné l'arrêt des machines CNC pendant plusieurs jours. Il est encore incertain si les attaquants ont volé des données. Les opérations de réparation et de construction ont repris, mais certaines opérations en ligne, comme les e-mails, sont toujours hors ligne. Lockheed Martin, le principal contractant de la classe Freedom, a déclaré qu'il prenait régulièrement des mesures pour renforcer la sécurité de ses systèmes.|https://news.usni.org/2023/04/20/ransomware-attack-hits-marinette-marine-shipyard-results-in-short-term-delay-of-frigate-freedom-lcs-construction
753|Middlefield Banking Company|middlefieldbank.bank|2023-04-11|USA|"Middlefield Bank Announces Data Breach Affecting Customers and Employees | Console and Associates, P.C. - JDSupra"|La Middlefield Banking Company, basée dans l'Ohio, a signalé une violation de données le 21 décembre 2023, après qu'une cyberattaque a permis à une partie non autorisée d'accéder à des informations sensibles de clients et d'employés, incluant des numéros de sécurité sociale et des informations financières, entre autres. L'incident a été détecté pour la première fois le 12 avril 2023, et après une enquête approfondie, la banque a commencé à envoyer des lettres de notification aux individus affectés le 21 décembre 2023. Middlefield Bank, qui opère environ 20 agences et emploie plus de 185 personnes, offre divers services bancaires traditionnels et génère environ 54 millions de dollars de revenus|https://www.jdsupra.com/legalnews/middlefield-bank-announces-data-breach-2915034/
754|Enzo Biochem|enzobiochem.com|2023-04-11|USA|Enzo Biochem Hit by Ransomware, 2.5 Million Patients' Data Compromised - Infosecurity Magazine|La société de biotechnologie Enzo Biochem a été victime d'une attaque de ransomware, compromettant les données confidentielles de 2,47 millions de patients, dont 600 000 numéros de sécurité sociale. Les détails sur la façon dont les attaquants ont accédé au réseau et les données des employés perdus sont encore inconnus. La société a mis en place des mesures de confinement et a lancé une enquête avec l'aide d'experts en cybersécurité tiers. Les opérations de la société ont été maintenues malgré l'attaque, mais cela a entraîné des dépenses importantes pour la réponse à l'incident, la remédiation et l'enquête. Les personnes touchées devront être vigilantes quant à la surveillance de leur identité|https://www.infosecurity-magazine.com/news/enzo-biochem-hit-ransomware/
755|Aloha Enterprise (NCR)|alohaenterprise.com|2023-04-11|USA|NCR's Aloha POS hit with cyberattack, causing headaches for restaurants|Les restaurants à travers le pays subissent les conséquences d'une cyberattaque survenue la semaine dernière chez NCR, un important fournisseur de systèmes de point de vente de restauration. L'attaque par ransomware a affecté les applications Aloha POS qui gèrent les commandes en ligne et les tâches de back-office telles que la paie. La société espère remettre en ligne les applications en panne cette semaine et restaurer les outils de back-office tels que NCR Back Office et Pulse. Les restaurants devront télécharger à nouveau les données pour remettre en service ces outils. L'attaque a été revendiquée par le groupe Alphv/BlackCat.|https://www.restaurantbusinessonline.com/technology/ncrs-aloha-pos-hit-cyberattack-causing-headaches-restaurants
756|Latitude|latitude.com.au|2023-04-11|AUS|Latitude cyber-attack: Cybercriminals demand ransom - NZ Herald|La firme de services financiers Latitude a reçu une demande de rançon de la part des cybercriminels responsables de la cyberattaque du mois dernier. La demande de rançon a été refusée par l'entreprise, qui ne veut pas encourager d'autres tentatives d'extorsion. Latitude travaille à la restauration de ses systèmes informatiques et à la protection de ses clients. Les données de plus d'un million de permis de conduire néo-zélandais ont été volées lors de l'attaque. Latitude opère en Nouvelle-Zélande avec son service d'achat maintenant et payez plus tard Genoapay et Gem Visa.|https://www.nzherald.co.nz/business/latitude-cyber-attack-cybercriminals-demand-ransom/UK57VOBTMRFKBD2TL72N45VHLY/
757|Volkswagen France|volkswagen.fr|2023-04-11|FRA|"Cybersécurité : à Villers-Cotterêts, le groupe Volkswagen France victime d’un "" incident """|Le groupe Volkswagen France a subi un incident de sécurité informatique à Villers-Cotterêts. Le groupe ne parle pas de cyberattaque et affirme que les données de ses clients n'ont pas été affectées ou volées. L'incident a eu lieu le 11 avril. L'article est réservé aux abonnés. Aucune autre information n'est donnée sur la nature de l'incident.|https://www.lunion.fr/id474304/article/2023-04-11/cybersecurite-villers-cotterets-le-groupe-volkswagen-france-victime-dun-incident
758|Cornwall Community Hospital (CCH)|cch.ca|2023-04-11|CAN|Cornwall Community Hospital - Notice to Patients of Cybersecurity Incident|L'hôpital communautaire de Cornwall (CCH) a subi une cyberattaque le 11 avril 2023, entraînant la corruption de nombreux dossiers de patients. Bien que le système de dossiers de santé électroniques n'ait pas été touché, des informations personnelles et médicales de patients pourraient avoir été compromises. Les patients concernés sont ceux qui ont été traités entre 1950 et avril 2023, avec des degrés de corruption de données variables en fonction de la période de traitement. Aucune utilisation malveillante des données n'a été détectée à ce jour. En réponse à l'incident, le CCH a pris des mesures pour contenir l'incident, renforcer la sécurité, et a informé le Commissaire à l'information|https://www.cornwallhospital.ca/en/personal-information-public-notice
759|Centre hospitalier de Bourg-en-Bresse|ch-bourg-en-bresse.fr|2023-04-10|FRA|Une cyberattaque vise le principal centre hospitalier de l'Ain : continuité des soins assurée|Le centre hospitalier de Bourg-en-Bresse a été victime d'une cyberattaque dans la nuit du 10 au 11 avril 2023. Les activités de soins sont maintenues, mais le système de messagerie et les échanges de mail en interne sont impactés. Une société spécialisée est chargée d'établir le diagnostic des atteintes réelles au système d'information de l'établissement. L'imagerie médicale est perturbée, mais les urgences vitales sont toujours prises en charge. Les adresses mails ont été désactivées et il est recommandé de contacter les établissements par téléphone.|https://france3-regions.francetvinfo.fr/auvergne-rhone-alpes/ain/bourg-bresse/une-cyberattaque-vise-le-principal-centre-hospitalier-de-l-ain-continuite-des-soins-assuree-2753274.html
760|SD Worx|sdworx.be|2023-04-09|BEL|SD Worx shuts down UK payroll, HR services after cyberattack|SD Worx, une entreprise belge de gestion de la paie et des ressources humaines, a subi une cyberattaque. Les systèmes informatiques de ses services au Royaume-Uni et en Irlande ont été fermés pour contenir l'attaque. Les portails de connexion pour les autres pays européens fonctionnent correctement. Les clients ont été informés de l'attaque et SD Worx travaille sur une solution pour rétablir l'accès aux systèmes. Il n'y a pas encore d'informations sur le type d'attaque, mais il y a des inquiétudes quant au vol de données sensibles.|https://www.bleepingcomputer.com/news/security/sd-worx-shuts-down-uk-payroll-hr-services-after-cyberattack/
761|Lürssen|lurssen.de|2023-04-09|DEU|"Hackerangriff auf Lürssen-Werft legt Betrieb teilweise lahm | NDR.de - Nachrichten - Niedersachsen - Studio Oldenburg"|La société de construction navale Lürssen a été victime d'une attaque de ransomware pendant les vacances de Pâques, qui a paralysé une grande partie de ses opérations. La police enquête sur l'attaque et des experts en cybercriminalité conseillent la société. Lürssen est connue pour la construction de yachts de luxe et emploie environ 1 500 personnes. L'identité des auteurs de l'attaque n'est pas encore connue. La société a immédiatement pris des mesures de protection et a informé les autorités compétentes.|https://www.ndr.de/nachrichten/niedersachsen/oldenburg_ostfriesland/Hackerangriff-auf-Luerssen-Werft-legt-Betrieb-teilweise-lahm,luerssen132.html
762|Écoles publiques de Rochester|rochesterschools.org|2023-04-09|USA|Rochester Public Schools to close Monday after possible cyber attack|Les écoles publiques de Rochester seront fermées lundi en raison d'une possible cyberattaque. Le district scolaire a détecté une activité inhabituelle sur son réseau jeudi et a répondu en fermant le réseau et la plupart des systèmes technologiques. Les activités sportives et parascolaires se poursuivront normalement lundi. Les cours devraient reprendre mardi avec un accès réduit au réseau. Le surintendant du district a présenté ses excuses pour l'impact sur les familles et demande de la patience et de la compréhension pendant que la situation est résolue.|https://www.fox9.com/news/rochester-schools-hacking-investigation-district-to-close-monday-after-possible-cyber-attack
763|Insurance Information Bureau of India (IIB)|iib.gov.in|2023-04-09|IND|Cyberattack on Insurance Information Bureau of India; data at risk|L'Insurance Information Bureau of India (IIB) a fait l'objet d'une cyberattaque et certaines des données qu'il détient pourraient avoir été compromises, ont déclaré deux personnes au courant de l'affaire. L'IIB recueille les données de transaction des assureurs pour différentes branches d'activité.|https://economictimes.indiatimes.com/industry/banking/finance/insure/cyberattack-on-insurance-information-bureau-of-india-data-at-risk/articleshow/99621636.cms
764|Evotec|evotec.com|2023-04-06|DEU|Cyber Attack on Evotec|Evotec SE (Bse de Francfort Stock Exchange : EVT, MDAX/TecDAX, ISIN : DE 000 566480 9, WKN 566480 ; NASDAQ : EVO) annonce que le 6 avril 2023, une cyberattaque a eu lieu sur les systèmes informatiques d'Evotec. En conséquence, les systèmes ont été arrêtés de manière proactive et déconnectés d'Internet pour se protéger contre la corruption ou les violations de données. Les systèmes informatiques sont actuellement à l'examen et la portée de l'impact est en cours d'examen. La plus grande diligence sera appliquée à l'intégrité des données.|https://uk.sports.yahoo.com/news/cyber-attack-evotec-131026327.html
765|Le Ministère de l'Économie du Portugal|portugal.gov.pt|2023-04-06|PRT|"""Alguns sites"" do Ministério da Economia foram alvo de ataque informático"|Le Ministère de l'Économie a été victime d'une attaque informatique partielle sur certains de ses sites. Des mesures préventives ont été prises pour contenir les dommages et la situation devrait être normalisée d'ici la fin de la journée. Aucune information n'a été compromise.|https://www.noticiasaominuto.com/economia/2292255/alguns-sites-do-ministerio-da-economia-foram-alvo-de-ataque-informatico
766|Enzo Biochem|enzobiochem.com|2023-04-06|USA|Enzo Biochem Hit with Ransomware|"En avril 2023, la société de biotechnologie Enzo Biochem a subi une cyberattaque lors de laquelle des pirates ont dérobé les informations de tests cliniques de près de 2,5 millions de personnes. Enzo a révélé l'incident à la Securities and Exchange Commission en mai, indiquant que les pirates avaient réussi à accéder et à exfiltrer des données sensibles, y compris environ 600 000 numéros de sécurité sociale. En conséquence de cette violation, Enzo devra probablement signaler l'incident au HHS, notifier tous les individus concernés, faire face à une enquête HIPAA de la part du Bureau des droits civils (OCR) au HHS, et gérer plusieurs poursuites judiciaires.
"|https://thehipaaetool.com/enzo-biochem-hit-with-ransomware/
767|Mercer University|mercer.edu|2023-04-05|USA|"'IT Outage' forces several systems offline at Mercer University | WGXA"|Une panne informatique a eu lieu à l'université Mercer, forçant plusieurs systèmes à être hors ligne. Des rapports ont suggéré une possible cyberattaque, mais les responsables de l'université n'ont pas confirmé cette hypothèse. Le groupe Akira revendiquera l'attaque le 9 mai 2023.|https://wgxa.tv/news/local/it-outage-forces-several-systems-offline-at-mercer-university
768|Câmara Municipal de Oliveira do Hospital|cm-oliveiradohospital.pt|2023-04-05|PRT|Câmara Municipal de Oliveira do Hospital foi alvo de ataque informático - Computadores - SAPO Tek|La municipalité d'Oliveira do Hospital a été victime d'une cyberattaque. Le Centre National de Cibersegurança et la Commission Nationale de Protection des Données ont été informés. Les services municipaux sont bloqués et les entités externes évaluent la dimension de l'attaque. Les efforts sont en cours pour rétablir la normalité dès que possible. Les citoyens peuvent contacter la municipalité par téléphone ou en personne jusqu'à ce que la situation soit résolue.|https://tek.sapo.pt/noticias/computadores/artigos/camara-municipal-de-oliveira-do-hospital-foi-alvo-de-ataque-informatico
769|Leibniz-Informationszentrum Wirtschaft (ZBW)|zbw.eu|2023-04-05|DEU|"Nach Hackerangriff: ZBW bekommt Lösegeldforderung | NDR.de - Nachrichten - Schleswig-Holstein"|"Le centre d'information économique Leibniz à Kiel a été victime d'une cyberattaque revendiquée par un groupe de hackers pro-russe appelé ""Royal"". La demande de rançon n'a pas encore été chiffrée, mais le directeur de ZBW a déclaré qu'elle serait probablement plus élevée que les dommages causés. Plusieurs sites web officiels ont été touchés dans plusieurs États allemands. Le centre est la plus grande bibliothèque spécialisée en économie au monde. Les pertes de données sont estimées à environ un mois."|https://www.ndr.de/nachrichten/schleswig-holstein/Nach-Hackerangriff-ZBW-bekommt-Loesegeldforderung,hackerangriff188.html
770|BERNINA International AG|bernina.com|2023-04-05|CHE|Cyberangriff auf BERNINA International AG|Le réseau informatique de BERNINA International a été attaqué par Alphv/BlackCat. L'entreprise a immédiatement pris les mesures de sécurité nécessaires, fait appel à des spécialistes externes et impliqué les autorités compétentes. Une enquête détaillée sur les faits est en cours.|https://www.bernina.com/de-CH/Footer-de-CH/Country-Pages/Mediencenter/Medienmitteilungen-2023/BERNINA-International/Cyber-Attack-DE
771|Delaware Health Network|delawarehealth.net|2023-04-05|USA|Henrietta Johnson Medical Center patients affected by breach at Delaware Health Network|Le centre médical Henrietta Johnson dans le Delaware a été victime d'une cyberattaque. Les systèmes de Delaware Health Network (DHN), fournisseur de services de gestion des dossiers médicaux électroniques, ont été compromis. DHN n'a pas encore identifié les données précises des patients impactés. Le centre médical a signalé que 500 patients ont été affectés, mais il est possible que le nombre réel soit plus élevé. On ne sait pas pourquoi DHN ne peut pas informer les autres clients sur le nombre de patients affectés.|https://www.databreaches.net/henrietta-johnson-medical-center-patients-affected-by-breach-at-delaware-health-network/
772|La Fédération néerlandaise de football (KNVB)|knvb.nl|2023-04-04|NLD|"La fédération néerlandaise de football victime d'une cyberattaque: ""Malgré notre système de sécurité"" | RTL Info"|La Fédération néerlandaise de football a été victime d'une cyberattaque. Des données personnelles d'employés ont été détournées. L'intrusion s'est produite sur le réseau ICT de Heist. Les autorités compétentes ont été informées. La gestion opérationnelle n'est pas menacée et le football pourra se jouer comme prévu.|https://www.rtl.be/sport/football/football-etranger/la-federation-neerlandaise-de-football-victime-dune-cyberattaque-malgre-notre/2023-04-04/article/539949
773|Canadian Nurses Association (CNA)|cna-aiic.ca|2023-04-03|CAN|"Canadian Nurses Association hit by cyber attack | IT World Canada News"|L'Association des infirmières du Canada a été victime d'une cyberattaque, mais n'a pas confirmé s'il s'agissait d'une attaque par rançongiciel. L'incident n'a pas eu d'impact sur les opérations de l'association. La Snatch ransomware gang a revendiqué l'attaque sur Twitter. Cette attaque a été menée par des pirates informatiques qui ont utilisé des techniques de brute-force pour accéder aux réseaux de l'association. L'association a lancé une enquête et a engagé des experts pour l'aider à résoudre le problème.|https://www.itworldcanada.com/article/canadian-nurses-association-hit-by-cyber-attack/539330
774|Phoenician Medical Center (PMC)|phoenicianmedical.care|2023-03-31|USA|Phoenician Medical Center Cyberattack Affects Up to 162,500 Patients|Le Phoenician Medical Center (PMC) a récemment signalé une cyberattaque qui a perturbé certains de ses systèmes informatiques, affectant potentiellement jusqu'à 162 500 patients actuels et anciens. Les informations compromises comprennent les noms, coordonnées, informations démographiques, dates de naissance, numéros d'identification d'état, numéros de dossier médical, informations sur les diagnostics et les traitements, noms des prestataires, dates de service, informations sur les prescriptions et/ou informations sur l'assurance santé. L'incident a été signalé au Bureau des droits civils du HHS.|https://www.hipaajournal.com/phoenician-medical-center-cyberattack-affects-up-to-162500-patients/
775|Evide|evide.org|2023-03-30|IRL|"Charity data stolen in ransomware attack on supplier | Computer Weekly"|Plusieurs associations caritatives travaillant avec des personnes vulnérables ont été victimes d'une cyberattaque en mars 2023. L'attaque a été menée contre Evide, un fournisseur de services de gestion de données basé à Derry-Londonderry. Les données personnelles des utilisateurs de ces associations ont été compromises. Les autorités policières d'Irlande et d'Irlande du Nord enquêtent sur l'incident. Les associations caritatives sont considérées comme particulièrement vulnérables aux cyberattaques en raison de la quantité de données personnelles qu'elles détiennent et de leur manque de ressources pour investir dans des mesures de sécurité adéquates.|https://www.computerweekly.com/news/365534826/Charity-data-stolen-in-ransomware-attack-on-supplier
776|Barcelonnette|barcelonnette.fr|2023-03-30|FRA|"En direct | Alpes-de-Haute-Provence : après le piratage du système informatique, la mairie de Barcelonnette fonctionne | La Provence"|La mairie de Barcelonnette a été victime d'une cyberattaque qui a bloqué tous les ordinateurs pendant plusieurs heures. La maire de la commune a confirmé l'attaque et a déclaré qu'il s'agissait d'une tentative de cheval de Troie. L'anti-virus s'est activé et tous les ordinateurs ont été mis à l'arrêt par sécurité. Aucun dommage n'a été constaté. La cellule informatique de Barcelonnette a pris en charge la situation et a rétabli la situation en début d'après-midi.|https://www.laprovence.com/actu/en-direct/1897962412179515/alpes-de-haute-provence-le-systeme-informatique-de-la-ville-de-barcelonnette-a-ete-pirate
777|Kyocera AVX Components Corporation (KAVX)|avx.com|2023-03-30|USA|Kyocera AVX suffered an alleged LockBit ransomware attack|Kyocera AVX Components Corporation (KAVX), un important fabricant américain de composants électroniques avancés et une filiale du géant japonais des semi-conducteurs Kyocera, a été victime d'une attaque de rançongiciel, compromettant les informations personnelles d'environ 39 111 individus. KAVX dit avoir découvert que le 10 octobre 2023 que des pirates informatiques avaient eu accès de manière non autorisée à leurs systèmes entre le 16 février et le 30 mars 2023. L'incident de cybersécurité le 30 mars a compromis les serveurs à Greenville et Myrtle Beach, en Caroline du Sud, entraînant le chiffrement d'un nombre limité de systèmes et perturbant temporairement certains services. Une cyberattaque contre Kyocera AVX a été revendiquée par LockBit 3.0 fin mai 2023, mais aucune donnée associée n'a été divulguée à ce jour.|https://izoologic.com/2023/11/14/kyocera-avx-suffered-an-alleged-lockbit-ransomware-attack/
778|Materna|materna.de|2023-03-28|DEU|"Vodafone Callya: Ausfall von Onlinesystemen nach Angriff auf Materna | heise online"|"L'IT-Dienstleister Materna a été victime d'une cyberattaque avec suspicion de ransomware. Vodafone a dû suspendre la vente en ligne de ses cartes prépayées ""Callya"" car Materna fournit les services CallYa. Les systèmes de Materna ont été réinstallés et les employés ont été équipés de nouveaux systèmes. Aucune fuite de données n'a été détectée. Les cyberattaques sur les entreprises et les institutions sont de plus en plus fréquentes."|https://www.heise.de/news/Vodafone-Callya-Ausfall-von-Onlinesystemen-nach-Angriff-auf-Materna-8971144.html
779|Wyoming County Community Health System|wcchs.net|2023-03-28|USA|Daviess Community Hospital Investigating Potential Cyberattack|Le système de santé communautaire du comté de Wyoming à New York a informé 24 016 patients d'une attaque en mars 2023 qui a exposé des données sensibles, et a depuis renforcé sa sécurité et offert des services de surveillance de crédit.|https://www.hipaajournal.com/daviess-community-hospital-investigating-potential-cyberattack/
780|Onix Group LLC|onixgroup.com|2023-03-27|USA|Notice of Data Security Incident at Onix Group LLC|Onix Group LLC a annoncé une cyberattaque par ransomware le 27 mars 2023. Des fichiers ont été corrompus et supprimés. Les données volées incluent des informations personnelles telles que les noms, les numéros de sécurité sociale, les dates de naissance et les informations de soins de santé. Les entreprises affiliées à Onix ont également été touchées. Onix a ouvert une ligne d'assistance pour les personnes touchées et offre des services de surveillance de crédit et de protection contre le vol d'identité.|https://www.prnewswire.com/news-releases/notice-of-data-security-incident-at-onix-group-llc-301836100.html
781|Onix Group|onixgroup.com|2023-03-27|USA|Healthcare Business Associate Data Breach Impacts 320K|En mars, le groupe Onix a subi une attaque de ransomware qui a entraîné une violation des données de santé et a touché plusieurs organisations affiliées.|https://healthitsecurity.com/news/business-associate-healthcare-data-breach-impacts-320k
782|Retina Group of Washington|rgw.com|2023-03-26|USA|Retina Group of Washington Data Breach Affects 456,000 Patients|Près de 456 000 patients ont été affectés par une violation de données au sein du Retina Group of Washington, et les notifications ont commencé à être envoyées 9 mois après l'incident. Le groupe a signalé à l'Office for Civil Rights du Département de la Santé et des Services Humains des États-Unis qu'une cyberattaque avait eu lieu le 26 mars 2023, entraînant le vol de données patients, incluant des informations sensibles comme les numéros de sécurité sociale et les informations médicales. Bien qu'aucun abus des données n'ait été identifié, le Retina Group of Washington n'offre pas de services de surveillance de crédit, mais conseille aux patients de rester vigilants face au risque de vol d'identité et de fraude|https://www.hipaajournal.com/retina-group-of-washington-data-breach/
783|Gouvernement du Yucatan|yucatan.gob.mx|2023-03-23|MEX|Gobierno de Yucatán recupera sus páginas de internet tras ciberataque|Moins d'une semaine après avoir signalé la cyberattaque dans le gouvernement du Yucatan, il a été annoncé que les pages en ligne ont été récupérées ce jeudi. L'attaque a été revendiquée par le groupe Alphv/BlackCat.|https://laverdadnoticias.com/yucatan/Gobierno-de-Yucatan-recupera-sus-paginas-de-internet-tras-ciberataque-20230330-0321.html
784|Careium|careium.se|2023-03-23|SWE|Ljudinspelningar kan ha läckt till cyberkriminella|Cet article est en suédois et parle d'une possible fuite de fichiers audio à des cybercriminels. Il n'y a pas assez d'informations pour en savoir plus sur la nature de la fuite ou sur les conséquences potentielles.|https://pt.se/nyheter/pitea/artikel/ljudinspelningar-kan-ha-lackt-till-cyberkriminella/lyo0g86r
785|Academy Mortgage Corporation|academymortgage.com|2023-03-21|USA|"Academy Mortgage Notifies Consumers of Data Breach Following March 2023 Cyberattack | Console and Associates, P.C. - JDSupra"|Le 21 décembre 2023, Academy Mortgage Corporation a informé le procureur général du New Hampshire d'une violation de données survenue suite à une cyberattaque en mars 2023, où des informations sensibles des consommateurs, telles que les noms, dates de naissance et numéros de sécurité sociale, ont été accessibles à une partie non autorisée. Après enquête, l'entreprise a commencé à envoyer des lettres de notification de la brèche de données aux individus affectés le 21 décembre 2023. Academy Mortgage est un prêteur hypothécaire indépendant fondé en 1988, employant plus de 3 061 personnes et générant environ 1,6 milliard de dollars de revenus annuels.|https://www.jdsupra.com/legalnews/academy-mortgage-notifies-consumers-of-9415893/
786|Maimonides Medical Center|maimonidesmed.org|2023-03-18|USA|Maimondes Medical Center notifies 33,000 patients of hacking incident|Le 4 avril 2023, le Centre médical Maimonides a découvert un accès non autorisé à des informations de patients sur l'un de ses serveurs. L'enquête a révélé que le pirate avait accédé au serveur du 18 mars 2023 au 4 avril 2023. Les informations potentiellement consultées comprenaient les noms, les adresses et des informations cliniques limitées. Le Centre médical a informé 33 000 patients potentiellement touchés et offre une surveillance gratuite du crédit et de l'identité pendant 24 mois. Aucune demande de rançon ou d'extorsion n'a été mentionnée dans la déclaration du Centre médical.|https://www.databreaches.net/maimondes-medical-center-notifies-33000-patients-of-hacking-incident/
787|Peisey-Nancroix|peisey-nancroix.fr|2023-03-18|FRA|Cyber-attaque du réseau informatique de la mairie - Mairie de Peisey-Nancroix|La mairie de Peisey-Nancroix a été victime d'une cyber-attaque qui a crypté toutes ses données informatiques. Les données personnelles des services municipaux pourraient avoir été extraites et/ou diffusées. Les conséquences de cette attaque peuvent être des fraudes ou l'usurpation d'identité. La mairie appelle à la vigilance et donne des conseils pour se protéger. Les services municipaux fonctionnent de manière dégradée et la mairie travaille à rétablir le fonctionnement normal.|https://www.peisey-nancroix.fr/actualites/cyber-attaque-du-reseau-informatique-de-la-mairie/
788|Straus News|strausnews.com|2023-03-15|USA|A cyberattack on our newsroom, a fire at the printer|Le journal a été victime d'une cyberattaque par ransomware en mars. Malgré cela, ils ont réussi à publier le journal chaque semaine en créant les pages à partir de zéro. En avril, il y a eu un incendie à l'usine d'impression habituelle du journal. Ils ont dû trouver une nouvelle usine d'impression dans le Massachusetts. Le journal n'a jamais manqué une édition, mais demande maintenant des dons pour soutenir leur travail. Les lecteurs sont également encouragés à soutenir les annonceurs locaux.|https://www.pikecountycourier.com/news/local-news/a-cyberattack-on-our-newsroom-a-fire-at-the-printer-FA2570326
789|Matthäi|matthaei.de|2023-03-15|DEU|Werder Bremens neuer Sponsor Matthäi Opfer von Hackerangriff - buten un binnen|Cyberattaque revendiquée par Black Basta début juin.|https://www.butenunbinnen.de/nachrichten/werder-bremen-sponsor-matthaei-hackerangriff-100.html
790|Jefferson County School System|jefcoed.com|2023-03-15|USA|Jefferson County Schools victim of ransomware attack - al.com|Le système scolaire du comté de Jefferson a été victime d'une attaque informatique par ransomware pendant les vacances de printemps. L'équipe technologique a immédiatement pris des mesures pour stopper l'attaque et a informé les autorités locales et étatiques. Le ransomware est une forme de logiciel malveillant conçu pour crypter les fichiers d'un appareil, rendant tous les fichiers et les systèmes qui en dépendent inutilisables. Les attaquants exigent ensuite une rançon en échange du déchiffrement. Les enquêtes préliminaires n'ont révélé aucune preuve d'une violation des informations personnelles sensibles, mais l'enquête se poursuit avec l'aide d'experts en cybersé|https://www.al.com/news/2023/04/jefferson-county-schools-victim-of-ransomware-attack.html
791|Petaluma Health Center|phealthcenter.org|2023-03-14|USA|"Petaluma Health Center Files Official Notice of Data Breach Following Recent Cyber-Incident | Console and Associates, P.C. - JDSupra"|Le centre de santé Petaluma a signalé une violation de données à l'Attorney General du Maine après qu'un tiers non autorisé ait accédé à des fichiers contenant des informations confidentielles appartenant aux employés, membres du conseil et bénévoles. Les informations compromises incluent les noms, adresses, numéros de sécurité sociale, numéros de permis de conduire, numéros de passeport, dates de naissance et informations sur les plans d'assurance maladie des consommateurs. Le centre de santé a commencé à envoyer des lettres de notification de violation de données à tous les individus touchés. Une cyberattaque contre le centre de santé Petaluma, sans chiffrement, a été revendiquée mi-avril par Karakurt.|https://www.jdsupra.com/legalnews/petaluma-health-center-files-official-5515492/
