Date|Victime|Domaine|Pays|Résumé|Titre|URL
2023-05-23|Xplain|xplain.ch|CHE|Une cyberattaque a touché plusieurs polices cantonales, l'armée suisse et l'Office fédéral de la police en Suisse. Tous ces acteurs ont le même prestataire informatique, Xplain, qui a été piraté. Cette attaque met en évidence la vulnérabilité des sociétés tech et les effets domino importants que peuvent avoir les piratages. Cette attaque est considérée comme hors norme en Suisse. Des attaques similaires ont déjà touché des communes, des cabinets médicaux, des services de curatelle, des sociétés de médias et des géants de l'économie.|Une cyberattaque hors norme frappe la Suisse, touchant l’armée et de nombreuses polices - Le Temps|https://www.letemps.ch/economie/cyber/une-cyberattaque-norme-frappe-suisse-touchant-larmee-nombreuses-polices
2023-05-23|Western Cape Provincial parliament|wcpp.gov.za|ZAF|Le parlement de la province du Cap occidental a subi une cyberattaque qui a rendu ses systèmes informatiques inaccessibles. L'institution travaille actuellement à la récupération de ses systèmes à partir de sauvegardes dans un environnement sécurisé. La police sud-africaine et l'Agence de sécurité de l'État ont été informées de l'attaque. D'autres organismes publics en Afrique du Sud ont également été touchés par des cyberattaques récemment. L'Afrique du Sud a enregistré plus de 230 millions de menaces cybernétiques en 2021, le plus grand nombre sur le continent.|"Going dark: Cyber attack on Western Cape parliament downs ICT systems | News24"|https://www.news24.com/news24/southafrica/news/going-dark-cyber-attack-on-western-cape-parliament-downs-ict-systems-20230523
2023-05-23|Planfocus|planfocus.de|DEU|Une entreprise allemande spécialisée dans la distribution d'argent liquide pour les distributeurs automatiques de billets aurait été victime d'une cyberattaque. L'attaque n'a pas directement touché l'entreprise, mais plutôt un sous-traitant chargé de l'hébergement web. Les données volées comprenaient des informations sur les distributeurs automatiques de billets, les adresses des agences bancaires, les montants retirés et les livraisons d'argent liquide. Les données des clients ne semblent pas avoir été compromises. Les entreprises concernées n'ont pas commenté l'incident.|Bargeldlieferant für Bankomaten von Cyberangriff betroffen|https://futurezone.at/digital-life/bargeld-lieferant-geldautomat-bankomat-cyberangriff-diebold-nixdorf-planfocus/402506440
2023-05-23|Bunker Hill Community College (BHCC)|bhcc.edu|USA|Le Bunker Hill Community College (BHCC) a confirmé avoir subi une cyberattaque en mai 2023, qui a pris la forme d'une attaque par ransomware. L'incident a été contenu à un nombre limité de systèmes du BHCC et aucun perte de données n'a été signalée grâce aux sauvegardes existantes. Les informations potentiellement compromises incluent les noms, adresses, dates de naissance, numéros de sécurité sociale, dossiers éducatifs et autres informations personnelles. L'enquête sur l'incident est toujours en cours et les individus affectés recevront une notification par courrier. Suite à l'incident, le BHCC a mis en place des mesures pour améliorer la sécurité de ses systèmes informatiques, y compris l'implémentation|May 2023 Data Security Incident Public Notice|https://www.prnewswire.com/news-releases/may-2023-data-security-incident-public-notice-301904902.html
2023-05-22|Madhya Pradesh Power Management Company Limited|mppmcl.com|IND|La société de gestion de l'électricité de Madhya Pradesh a été victime d'une attaque de ransomware le 22 mai. La société a signalé l'attaque à la police et a mis en place une méthode alternative pour assurer la continuité des activités urgentes. Les auteurs de l'attaque n'ont pas encore demandé de rançon mais ont fourni des adresses e-mail pour les contacter. Les serveurs sont en cours d'analyse et de restauration conformément aux directives du gouvernement. Les institutions gouvernementales concernées ont été informées de l'attaque.|"Madhya Pradesh News: MP power mgmt co hit by ransomware | Bhopal News - Times of India"|https://m.timesofindia.com/city/bhopal/mp-power-mgmt-co-hit-by-ransomware/articleshow/100577880.cms
2023-05-22|Mazars|mazars.fr|FRA|Le groupe Mazars a été victime d'une cyberattaque revendiquée par Alphv/Black Cat. Les cybercriminels ont dérobé 700 Go de données, dont des documents confidentiels et secrets de clients. Les noms des dossiers suggèrent que la filiale brésilienne de Mazars a été affectée. Mazars avait annoncé la création d'un centre d'excellence en cybersécurité en mars 2023. Le service de relations publiques de Mazars n'a pas encore communiqué sur cette attaque.|"Ransomware : Alphv/Black Cat revendique une cyberattaque contre Mazars | LeMagIT"|https://www.lemagit.fr/actualites/366538155/Ransomware-Alphv-Black-Cat-revendique-une-cyberattaque-contre-Mazars
2023-05-21|Development Bank of Southern Africa (DBSA)|dbsa.org|ZAF|La Banque de développement de l'Afrique australe (DBSA) a été victime d'une attaque de ransomware par un groupe russe appelé Akira. Des serveurs, des fichiers journaux et des documents ont été chiffrés. Les informations personnelles des parties prenantes, telles que les coordonnées, les documents d'identification et les informations financières, ont été potentiellement compromises. La DBSA a pris des mesures pour enquêter sur l'incident, restaurer ses systèmes d'information et prévenir de futures attaques. Les parties prenantes sont invitées à rester vigilantes et à signaler toute utilisation incorrecte de leurs informations personnelles.|"Notification of Security Compromise | Development Bank of Southern Africa"|https://www.dbsa.org/press-releases/notification-security-compromise
2023-05-21|TAG Aviation|tagaviation.com|CHE|Une entreprise spécialisée dans les vols charter d'affaires est confrontée à une attaque de hackers qui pourrait avoir des conséquences dévastatrices. Sur demande, l'entreprise confirme les recherches correspondantes de watson. Le 21 mai, le système de détection d'intrusion (IDS) a détecté une tentative d'accès non autorisée au réseau. Par la suite, certains systèmes informatiques ont été touchés par une attaque de ransomware, c'est-à-dire un chiffrement.|Black Basta attackiert bekannte Schweizer Aviatik-Firma – Cyberangriff wirft Fragen auf|https://www.watson.ch/digital/schweiz/358345405-ransomware-attacke-schweizer-privatjet-anbieterin-tag-aviation-gehackt
2023-05-21|La ville d'Augusta|augustaga.gov|USA|La ville d'Augusta a été victime d'une cyberattaque. Les ordinateurs de la ville sont hors service. Les informations sensibles des contribuables pourraient être exposées. L'impact de l'attaque est en cours d'investigation. Le FBI d'Atlanta participe à l'enquête.|"Mayor Johnson confirms cyber attack on Augusta computer systems | WJBF"|https://www.wjbf.com/top-stories/mayor-johnson-confirms-cyber-attack-on-augusta-computer-system/
2023-05-21|Thomas Hardye School|thomas-hardye.net|GBR|L'école Thomas Hardye à Dorchester a été victime d'une cyberattaque le 21 mai. Le système informatique de l'école a été piraté et est toujours hors service. Les examens ne sont pas affectés et l'école reste ouverte. Les paiements en ligne, les dossiers et les messageries sont inaccessibles. La demande de rançon a été refusée et l'incident a été signalé à la National Cyber Security Centre et à la police.|"Thomas Hardye School in Dorchester hit by cyber attack | Dorset Echo"|https://www.dorsetecho.co.uk/news/23541406.thomas-hardye-school-dorchester-hit-cyber-attack/
2023-05-20|United Hoster|united-hoster.de|DEU|L'hébergeur de messagerie United Hoster a été victime d'une attaque de ransomware exploitant une faille de sécurité de Microsoft Exchange. Les serveurs ont été chiffrés, mais aucune donnée n'a été volée selon l'entreprise. Les clients ont été informés et une solution de messagerie alternative a été proposée. United Hoster reconstruit actuellement une nouvelle infrastructure Exchange pour migrer les clients. Le nombre de clients affectés n'a pas été divulgué.|"Ransomware-Attacke: Hosted Exchange von United Hoster offline | heise online"|https://www.heise.de/news/Ransomware-Attacke-Hosted-Exchange-von-United-Hoster-offline-9064768.html
2023-05-18|Columbus Regional Healthcare System|columbusregional.com|USA|L'hôpital Columbus Regional Healthcare System en Caroline du Nord a été victime d'une attaque de ransomware par le groupe Daixin. Ce dernier a chiffré les serveurs de l'hôpital après avoir exfiltré des données et supprimé les sauvegardes. Les négociations avec les pirates ont échoué et ces derniers ont annoncé qu'ils allaient publier plus de 250 000 fichiers contenant des données sensibles. L'attaque a été facilitée par les nombreuses vulnérabilités critiques et à haut risque détectées lors d'une évaluation de sécurité en mars. Les pirates ont également affirmé que l'hôpital ne disposait pas de système de surveillance d'anomalies réseau.|Another hospital hit by ransomware: Columbus Regional Healthcare System in North Carolina hit by Daixin|https://www.databreaches.net/another-hospital-hit-by-ransomware-columbus-regional-healthcare-system-in-north-carolina-hit-by-daixin/
2023-05-18|Mairie de Cangas|cangas.org|ESP|La mairie de Cangas a été victime d'une cyberattaque qui a affecté la gestion et le paiement des salaires. Un virus a été introduit dans le système via un faux e-mail. Les ordinateurs ont été cryptés et une rançon a été demandée. La mairie a réussi à stopper le vol d'informations et à récupérer 70% des données. Le groupe de cybercriminels LockBit est suspecté d'être à l'origine de l'attaque.|A false email to an official made it possible to start the cyber attack on the City Council of Cangas - Time News|https://time.news/a-false-email-to-an-official-made-it-possible-to-start-the-cyber-attack-on-the-city-council-of-cangas/
2023-05-18|Bloomfleet|bloomfleet.it|ITA|L'entreprise Bloomfleet, spécialisée dans la gestion de flottes, a subi une cyberattaque le 18 mai 2023. Les systèmes de sécurité ont immédiatement bloqué l'accès à la plateforme et isolé les zones touchées. L'entreprise a lancé une enquête interne pour identifier les causes de l'incident et prendre des mesures de sécurité supplémentaires. Les travaux de restauration sont en cours et l'entreprise s'excuse pour les désagréments causés. La sécurité informatique reste cruciale pour les entreprises qui gèrent des données sensibles.|"Bloomfleet avverte gli interessati di un incidente di sicurezza informatica: ""Stiamo effettuando ulteriori verifiche"""|https://www.redhotcyber.com/post/bloomfleet-avverte-gli-interessati-di-un-incidente-di-sicurezza-informatica/
2023-05-18|ATU|atu.de|DEU|La chaîne de garages ATU a été victime d'une cyberattaque le 18 mai. Depuis, leur site web est inaccessible et les appels téléphoniques ne fonctionnent pas. Le groupe a confirmé l'attaque. Les détails de l'attaque ne sont pas précisés. Les conséquences de l'attaque ne sont pas précisées non plus.|"Werkstattkette ATU wird Opfer von Cyberangriff | Automobilwoche.de"|https://www.automobilwoche.de/bc-online/werkstattkette-atu-wird-opfer-von-cyberangriff
2023-05-18|Mivitec GmbH|mivitec.de|DEU|"Les sites internet de la ""Südwest Presse"" et du ""Heidenheimer Zeitung"" sont inaccessibles depuis jeudi. Le ""Heidenheimer Zeitung"" évoque une cyberattaque touchant son hébergeur. Dans les deux cas, l'hébergeur est Mivitec GmH."|"Cyberangriff auf ""Heidenheimer Zeitung"" und ""Südwest Presse""? - SWR Aktuell"|https://www.swr.de/swraktuell/baden-wuerttemberg/ulm/swp-und-hz-nicht-erreichbar-100.html
2023-05-18|Reeds Spring school district|rs-wolves.com|USA|"Le district scolaire de Reeds Spring a été victime d'une cyberattaque sophistiquée, entraînant un accès non autorisé et l'acquisition de données personnelles et de district. Les informations potentiellement compromises incluent les noms complets, adresses, informations médicales, informations d'assurance maladie, numéros de permis de conduire ou de carte d'identité gouvernementale, numéros de sécurité sociale et informations éducatives. Le district a mis en place une ligne d'assistance téléphonique pour aider les personnes potentiellement touchées et propose une surveillance de crédit.
"|MO: ‘Cyber attack’ hits Reeds Spring schools. Data breach includes Social Security numbers|https://www.databreaches.net/cyber-attack-hits-reeds-spring-schools-data-breach-includes-social-security-numbers/
2023-05-17|NOSM University|nosm.ca|CAN|L'université NOSM a été victime d'une cyberattaque qui a été découverte mercredi. De nombreux réseaux et services informatiques sont encore inaccessibles. Les employés et les étudiants ont été invités à travailler à distance. L'université a pris des mesures pour sécuriser le réseau et les données. Des experts ont été engagés pour aider à résoudre le problème.|Cyber attack at NOSM U forces staff and students to stay home - Sudbury News|https://www.sudbury.com/local-news/cyber-attack-at-nosm-u-forces-staff-and-students-to-stay-home-7027030
2023-05-17|Downs School|downsschool.co.uk|GBR|Le Downs School à Compton a été victime d'une possible cyberattaque, ce qui a entraîné une interruption de l'accès à internet pendant une semaine. Le chef d'établissement a salué la flexibilité et le courage du personnel pour assurer la continuité de l'éducation des élèves. Le département de l'éducation, le conseil de West Berkshire, l'ICO et Action Fraud ont été contactés pour aider à rétablir les systèmes en toute sécurité. Les élèves de Year 11 et Year 13 ont été prioritaires pour accéder à Teams et aux documents de révision. Le système de caisse de la cantine a également été affecté.|The Downs School, hit by possible cyber attack, seeking help from West Berkshire Council, the Department for Education and cyber security experts|https://www.newburytoday.co.uk/news/school-hit-by-possible-cyber-attack-9313008/
2023-05-17|Franklin County Public Schools|fcps.net|USA|Les écoles publiques du comté de Franklin ont été touchées par une attaque de ransomware. Les cours ont été annulés pour des raisons de sécurité. Des mesures proactives ont été prises pour limiter l'impact de l'attaque. Les autorités locales et nationales, y compris le FBI et la police de l'État de Virginie, sont impliquées dans l'enquête. Les attaques de ransomware sont de plus en plus fréquentes et touchent souvent les secteurs de la santé, de la fabrication et du gouvernement.|Franklin County Public Schools hit by ransomware attack|https://martinsvillebulletin.com/news/franklin-county-public-schools-hit-by-ransomware-attack/article_22fddcb8-f41b-11ed-85bc-833affcd6772.html
2023-05-16|Adams Bank & Trust|adamsbank.com|USA|La banque Adams Bank & Trust dans l'ouest du Nebraska a restreint l'accès à son site web et à son application mobile en raison d'une cyberattaque suspectée. Les serveurs ont été verrouillés pour protéger les informations financières des clients. Une enquête et une analyse forensique ont été menées pour identifier la source de la menace. La banque a déclaré qu'il n'y avait aucune preuve que les informations des clients avaient été consultées. Les services en ligne sont toujours indisponibles et la banque travaille à rétablir la situation.|"Western Nebraska bank locks down servers because of suspected cyberattack | National News | kpvi.com"|https://www.kpvi.com/news/national_news/western-nebraska-bank-locks-down-servers-because-of-suspected-cyberattack/article_bfdf2bab-4571-54e8-93fb-fcda68673b54.html
2023-05-16|Voyageurs du Monde|voyageursdumonde.fr|FRA|Le groupe Voyageurs du Monde a subi une cyberattaque dans la nuit du 15 au 16 mai. Une cellule de crise a été mise en place pour gérer la situation. Les accès internet ont été coupés pour permettre l'analyse de la situation. Les équipes ont renforcé la sécurité du système d'information pour éviter de nouveaux incidents. Aucune donnée de paiement n'est stockée sur les systèmes et aucune donnée de client n'a été dérobée à ce jour.|"Voyageurs du Monde: Attaque cyber contenue chez Voyageurs du Monde | Zonebourse"|https://www.zonebourse.com/cours/action/VOYAGEURS-DU-MONDE-32742/actualite/Voyageurs-du-Monde-Attaque-cyber-contenue-chez-Voyageurs-du-Monde-43880049/
2023-05-16|Gorizia in Bici||ITA|Une attaque de hackers a eu lieu à Gorizia. Le bike sharing transfrontalier a été ralenti en conséquence. L'attaque a eu lieu le 16 mai 2023. L'article a été mis à jour à 21h41. La lecture de l'article prend environ 2 minutes.|Attacco hacker a Gorizia, rallentato il bike sharing transfrontaliero - Il Piccolo|https://ilpiccolo.gelocal.it/trieste/cronaca/2023/05/16/news/attacco_hacker_a_gorizia_rallentato_il_bike_sharing_transfrontaliero-12809364/
2023-05-16|Collectivité Territoriale de Martinique (CTM)|collectivitedemartinique.mq|MTQ|Le site internet et les services téléphoniques de la Collectivité Territoriale de Martinique sont inaccessibles suite à une cyberattaque. Cette attaque paralyse le fonctionnement de la collectivité. Une réunion de crise est en cours pour rétablir les dispositifs informatiques. Ce n'est pas la première fois que le CTM subit une telle attaque. Plusieurs régions en France ont également été victimes de hackers.|Cyberattaque : le site internet de la CTM inaccessible suite à un piratage informatique|https://viaatv.tv/cyberattaque-le-site-internet-de-la-ctm-inaccessible-suite-a-un-piratage-informatique/
2023-05-16|Ogden Dunes|ogdendunes.in.gov|USA|La ville d'Ogden Dunes pense avoir été victime d'une cyberattaque et mène une enquête pour déterminer l'étendue de la menace. Les habitants sont invités à ne pas ouvrir les emails provenant de la ville ou d'autres fonctionnaires gouvernementaux, surtout s'ils contiennent des pièces jointes. Les personnes ayant besoin de contacter la mairie doivent appeler un numéro spécifique. Aucun commentaire n'a été fait par les responsables de la ville. Les autorités espèrent résoudre la situation rapidement.|Ogden Dunes believes it was hit by a cyber attack - Chesterton Tribune|https://www.chestertontribune.com/articles/ogden-dunes-believes-it-was-hit-by-a-cyber-attack/
2023-05-15|Buckley King LPA|buckleyking.com|USA|Le cabinet d'avocats Buckley King LPA a été victime d'une cyberattaque par le groupe de ransomware BlackBasta. Le groupe a exfiltré 110 Go de données sensibles et a demandé une rançon de 400 000 $ pour les restituer. Après des négociations, le cabinet a accepté de payer 150 000 $ pour récupérer les données. Une partie de la rançon a été transférée vers un autre portefeuille. Le cabinet n'a pas encore fait de déclaration publique sur l'incident.|Cleveland, OH: cyberattack, law firm strikes deal with ransomware group BlackBasta for $150,000|https://www.suspectfile.com/cleveland-oh-cyberattack-law-firm-strikes-deal-with-ransomware-group-blackbasta-for-150000/
2023-05-15|Oklahoma Institute of Allergy Asthma and Immunology|oiaai.com|USA|Un institut d'allergie et d'asthme a fermé ses portes en raison d'une prétendue violation de données de sécurité. Les patients sont préoccupés par la possible compromission de leurs dossiers médicaux. Les patients ont été refusés à l'entrée de l'institut en raison d'un panneau indiquant une violation de données de sécurité. Le FBI n'a pas encore reçu de rapport sur une violation de cybersécurité. Les employés restants de l'institut travaillent à distribuer les médicaments des patients à d'autres fournisseurs.|Patients concerned after local allergy clinic closes its doors because of alleged data breach|https://www.koco.com/article/patients-concerned-after-local-allergy-clinic-closes-its-doors-because-of-alleged-data-breach/43897674
2023-05-14|SMDEA|smdea.fr|FRA|Le SMDEA a été victime d'une cyberattaque de grande ampleur revendiquée par un groupe criminel de rançongiciel. Une plainte a été déposée et une perturbation des services administratifs a été constatée. Les autorités appellent à la vigilance des usagers face aux contacts frauduleux se référant au SMDEA. Des données personnelles et bancaires pourraient être concernées. Aucune rançon n'a été payée et un nouveau point d'étape est attendu dans 15 jours.|Le SMDEA victime d'une cyber attaque de grande ampleur : face au vol de données les usagers doivent être vigilants - La Gazette Ariégeoise|https://gazette-ariegeoise.fr/le-smdea-victime-dun-piratage-dampleur-de-tres-nombreuses-donnees-volees/
2023-05-14|ScanSource|scansource.com|USA|ScanSource, un fournisseur de services technologiques basé aux États-Unis, a été victime d'une attaque de ransomware qui a affecté certains de ses systèmes, opérations commerciales et portails clients. L'attaque a commencé le 14 mai 2023 et a entraîné des retards dans la fourniture de services aux clients en Amérique du Nord et au Brésil. L'entreprise a mis en place son plan d'intervention en cas d'incident et a alerté les autorités compétentes. Les experts en cybersécurité ont été appelés pour aider à minimiser les perturbations opérationnelles causées par l'incident. Il n'est pas encore connu quelle opération de ransomware est derrière l'attaque ou si des données ont été volées.|ScanSource says ransomware attack behind multi-day outages|https://www.bleepingcomputer.com/news/security/scansource-says-ransomware-attack-behind-multi-day-outages/
2023-05-14|The Philadelphia Inquirer|inquirer.com|USA|Le journal The Philadelphia Inquirer a été victime d'une cyberattaque qui a perturbé ses opérations pendant le week-end. Le journal n'a pas pu imprimer son édition du dimanche, mais a pu continuer à publier en ligne. Les systèmes ne sont pas encore entièrement restaurés et il n'y a pas de calendrier précis pour le moment. Le FBI a été informé de l'incident. Les attaques informatiques sont une menace croissante pour les organisations de presse et il est important de suivre les meilleures pratiques de cybersécurité.|Philadelphia Inquirer continues response to cyberattack that disrupted publication|https://www.inquirer.com/news/philadelphia/philadelphia-inquirer-hack-cyber-disruption-20230514.html
2023-05-14|Chemnitzer City-Bahn et Chemnitzer Verkehrs-AG (CVAG)|cvag.de|DEU|Les sites web de deux entreprises de transport de Chemnitz ne sont pas accessibles ce week-end. Les spécialistes en informatique travaillent sur une solution pour résoudre le problème. Des traces numériques ont été sécurisées et une enquête de police a été ouverte. Il est soupçonné qu'une cyberattaque soit à l'origine de la panne. Le site web du Verkehrsverbund Mittelsachsen est toujours accessible.|"Mögliche Cyberattacke auf Chemnitzer Nahverkehr | Sächsische.de"|https://www.saechsische.de/chemnitz/moegliche-cyberattacke-auf-chemnitzer-nahverkehr-5858746.html
2023-05-13|KD Hospital|kdhospital.com|IND|Le KD Hospital a été victime d'une attaque de ransomware, bloquant l'accès à tous ses systèmes en ligne, y compris les données des patients. Les pirates ont exigé une rançon de 70 000 $ en bitcoins pour décrypter les fichiers. Une enquête est en cours pour déterminer s'il y avait des vulnérabilités dans l'infrastructure informatique de l'hôpital. Le personnel de l'hôpital a travaillé manuellement pendant un jour avant que les serveurs ne soient de nouveau opérationnels. Une plainte a été déposée auprès de la police.|"Hospital falls prey to ransomware attack, hackers demand $70,000 | Ahmedabad News, The Indian Express"|https://indianexpress.com/article/cities/ahmedabad/hospital-falls-prey-to-ransomware-attack-hackers-demand-70000-8613410/
2023-05-13|Group DIS|group-dis.com|FRA|L'infogéreur Group DIS fait état d'une attaque informatique d'envergure. Les sites Web de nombreux clients (voire leurs clients finaux) sont indisponibles. Certains font état d'une erreur de connexion à la base de données. D'autre se contentent d'afficher page blanche. Attaque revendiquée par Alphv/BlackCat le 15 mai. Lacroix Electronics, le département des Côtes-d’Armor, et Actu.fr comptent parmi les victimes collatérales.|"Lacroix Electronics : victime collatérale de la cyberattaque contre Group DIS | LeMagIT"|https://www.lemagit.fr/actualites/366537496/Group-DIS-encore-un-infogereur-victime-de-cyberattaque
2023-05-13|"Le groupe hospitalier ""Gesundheit Nord"" à Brême"|gesundheitnord.de|DEU|"Le réseau informatique du groupe hospitalier ""Gesundheit Nord"" à Brême a été déconnecté d'Internet après la découverte d'activités suspectes. Les hôpitaux peuvent toujours communiquer entre eux, mais les employés ne peuvent pas accéder à Internet. Les patients ne sont pas en danger. Les raisons de la déconnexion sont encore inconnues, mais une attaque informatique n'est pas exclue. Des enquêtes sont en cours. Cette situation est similaire à celle d'autres attaques informatiques récentes dans le secteur de la santé."|"Vermuteter Cyber-Angriff: Bremer Kliniken seit Mittwoch ohne Internet | heise online"|https://www.heise.de/news/Vermuteter-Cyber-Angriff-Bremer-Kliniken-seit-Mittwoch-ohne-Internet-9032346.html
2023-05-12|visumPOINT GmbH|visumpoint.de|DEU|Deux serveurs d'hébergement ont été chiffrés le 12 mai 2023 lors d'une cyberattaque superficielle, très probablement automatisée. Les deux serveurs d'hébergement exécutent un ancien système de gestion des contrats, qui est utilisé de manière limitée et pour une petite partie des contrats.|Cyberattaque limitée contre visumPOINT GmbH|https://twitter.com/ransomwaremap/status/1658360186506031105/photo/1
2023-05-12|Le groupe Vitrey|groupevitrey.fr|FRA|Le groupe Vitrey, une entreprise de BTP implantée en Haute-Marne, a été victime d'une cyberattaque de grande ampleur en mai dernier. Toutes les filiales du groupe ont été impactées. Le préjudice financier est très important, mais aucune rançon n'a été versée. Le parquet de Chaumont s'est dessaisi au profit du parquet de Paris pour l'enquête. Les services de l'Etat organisent une conférence pour sensibiliser les acteurs locaux à la fragilité de leur parc informatique.|"jhm | Le groupe Vitrey victime d'une cyberattaque de grande ampleur"|https://jhm.fr/le-groupe-vitrey-victime-dune-cyberattaque-de-grande-ampleur/
2023-05-11|Red Bus||ARG|"L'entreprise Red Bus a subi une cyberattaque qui empêche les utilisateurs de recharger leur carte de transport urbain à Córdoba, en Argentine. Bien que la plupart des points de recharge aient encore du crédit disponible, certains sont fermés et affichent ""sans solde"". Les utilisateurs peuvent utiliser leur carte jusqu'à quatre voyages avec un solde négatif, mais devront compenser le solde une fois que le système sera de nouveau opérationnel. La Municipalité de Córdoba a autorisé deux voyages supplémentaires avec un solde négatif. Red Bus estime que le système sera rétabli dans les prochaines heures."|Tarjeta Red Bus: qué pasa si no puedo recargarla para viajar por el ciberataque|https://www.lavoz.com.ar/ciudadanos/tarjeta-red-bus-que-pasa-si-no-puedo-recargarla-para-viajar-por-el-ciberataque/
2023-05-11|Richmond University Medical Center (RUMC)|rumcsi.org|USA|Le Richmond University Medical Center a subi une attaque de ransomware qui a entraîné une panne de réseau. L'étendue de la violation n'est pas claire. Le personnel doit entrer manuellement les données et surveiller les patients individuellement. Le centre médical travaille avec des experts en cybersécurité tiers pour enquêter sur l'incident. Il est encore inconnu si des informations de patients ont été compromises.|Richmond University Medical Center suffers ransomware attack; unclear if patient info compromised - silive.com|https://www.silive.com/news/2023/05/richmond-university-medical-center-suffers-ransomware-attack-unclear-if-patient-info-compromised.html
2023-05-11|Braintree|braintreepayments.com|USA|Le 11 mai 2023, Braintree a pris connaissance d'une activité suspecte dans son environnement réseau. Dès la découverte, Braintree a immédiatement engagé un cabinet d'avocats spécialisé dans la cybersécurité et la confidentialité des données pour mener une enquête plus approfondie. En outre, Braintree a fait appel à des spécialistes de la police scientifique pour l'aider à analyser toute activité non autorisée. Bien que l'enquête soit en cours, Braintree a déterminé qu'un tiers non autorisé a accédé à des fichiers contenant des informations personnelles de certains individus au cours de cet incident.|Notice of data breach|https://apps.web.maine.gov/online/aeviewer/ME/40/8d5fdbcf-008d-4fb1-9e87-34c54935042e.shtml
2023-05-10|Suzuki Motorcycle India|suzukimotorcycle.co.in|IND|"L'usine de Suzuki Motorcycle en Inde a été fermée pendant une semaine en raison d'une cyberattaque. La production a été interrompue depuis le 10 mai, entraînant une perte de production de plus de 20 000 véhicules. Suzuki Motorcycle a informé ses fournisseurs qu'elle avait reporté sa conférence annuelle en raison d'une ""exigence commerciale sans précédent"". L'attaque est actuellement sous enquête et le gouvernement a été informé. L'Inde est le plus grand marché de Suzuki Motorcycle en dehors du Japon et représente 50% de sa production mondiale."|"Suzuki Motorcycle India plant shut for a week due to cyber-attack | Autocar Professional"|https://www.autocarpro.in/news/exclusive-suzuki-motorcycle-india-plant-shut-for-a-week-due-to-cyber-attack-115136
2023-05-10|Universidad de Zaragoza|unizar.es|ESP|La Universidad de Zaragoza a subi une tentative de cyberattaque via VPN. Il s'agirait d'un ransomware de type lockbit. Aucune conséquence importante n'a été détectée pour le moment. Les ordinateurs personnels ont été conseillés d'être éteints ce week-end pour minimiser les risques. La Universidad a coupé l'accès aux comptes compromis et a renforcé son système de sauvegarde.|La Universidad de Zaragoza sufre un ciberataque que no ha causado ninguna afección importante|https://www.heraldo.es/noticias/aragon/2023/05/13/universidad-zaragoza-sufre-ciberataque-no-causado-afeccion-importante-1651378.html
2023-05-10|Seacom|seacom.com|ZAF|Seacom, une entreprise de services internet, a été victime d'une cyberattaque. Certains de ses clients ont été impactés sans être prévenus. L'incident a été contenu dans un petit environnement de serveurs et n'a pas affecté le réseau principal. Aucune donnée client n'a été compromise. Seacom a mis en place un plan de continuité des activités pour rétablir ses systèmes.|Seacom hit by cyber attack|https://mybroadband.co.za/news/cloud-hosting/491297-seacom-hit-by-cyber-attack.html
2023-05-10|TechnologyOne|technologyonecorp.com|AUS|L'entreprise australienne TechnologyOne a subi une cyberattaque qui a permis à un tiers non autorisé d'accéder à ses systèmes de back-office. La société a isolé les systèmes affectés et enquête sur l'incident. La plateforme SaaS de l'entreprise n'a pas été touchée. La société n'a pas révélé l'impact potentiel sur ses revenus. D'autres grandes entreprises australiennes ont également signalé des violations de données et des accès non autorisés.|ERP firm TechnologyOne faces cyber attack - InfotechLead|https://infotechlead.com/security/erp-firm-technologyone-faces-cyber-attack-78242
2023-05-10|Chattanooga State|chattanoogastate.edu|USA|Chattanooga State a été victime d'une cyberattaque qui a entraîné la fermeture de nombreux services sur le campus. Les cours ont été annulés jusqu'au 26 mai et les crédits ont été retardés. Les détails de l'attaque n'ont pas été divulgués, mais l'école travaille avec les forces de l'ordre et des experts en cyberforensique pour enquêter sur l'incident. Les étudiants et le personnel ont été invités à rester vigilants et à suivre les meilleures pratiques pour protéger leurs informations personnelles. Les événements prévus sur le campus ont été annulés et il n'y a pas de date de retour à la normale pour le moment. Cyberattaque revendiquée par Snatch le 23 mai 2023.|Chatt State Suffering from Cyber Attack - WDEF|https://www.wdef.com/chatt-state-suffering-from-cyber-attack/
2023-05-09|Norton Healthcare|nortonhealthcare.org|USA|Norton Healthcare a subi une cyberattaque le 9 mai, ce qui a entraîné la mise hors ligne de ses systèmes pour protéger son réseau. L'équipe de services d'information de Norton et les forces de l'ordre ont été immédiatement informées de l'incident après avoir reçu un message suspect lié à ses systèmes d'information. Tous les e-mails de bureau ont été restaurés dans les installations de Norton. L'équipe de Norton travaille à résoudre le problème et à fournir des réponses à ceux qui pourraient être affectés. Norton a demandé la patience de la communauté alors qu'elle travaille à rétablir les opérations complètes du réseau.|Norton Healthcare working to restore network after cyber attack|https://www.wlky.com/article/norton-healthcare-cyber-hack-security-louisville/43898151
